Gene,ensembl_ids
PEX11B,ENSG00000131779
RBM8A,ENSG00000265241
LIX1L-AS1,ENSG00000234222
LIX1L,ENSG00000271601
ANKRD34A,ENSG00000272031
POLR3GL,ENSG00000121851
TXNIP,ENSG00000265972
NBPF10,ENSG00000271425
NOTCH2NL,ENSG00000264343
AC239799.2,ENSG00000276509
NBPF12,ENSG00000268043
PRKAB2,ENSG00000131791
AC242426.2,ENSG00000236806
FMO5,ENSG00000131781
CHD1L,ENSG00000131778
LINC00624,ENSG00000278811
BCL9,ENSG00000116128
ACP6,ENSG00000162836
GPR89B,ENSG00000188092
AC239803.2,ENSG00000273059
NBPF11,ENSG00000263956
AC245100.7,ENSG00000272824
PPIAL4G,ENSG00000236334
NBPF14,ENSG00000270629
NUDT4B,
PDE4DIP,ENSG00000178104
NBPF9,ENSG00000269713
AC245297.3,ENSG00000274265
AC245297.2,ENSG00000272755
NBPF19,ENSG00000271383
FCGR1A,ENSG00000150337
HIST2H2BF,ENSG00000203814
HIST2H3D,ENSG00000183598
HIST2H4A,ENSG00000270882
AC239868.3,ENSG00000264207
HIST2H4B,ENSG00000270276
AC239868.2,ENSG00000261716
HIST2H2BE,ENSG00000184678
HIST2H2AC,ENSG00000184260
HIST2H2AB,ENSG00000184270
BOLA1,ENSG00000178096
SV2A,ENSG00000159164
SF3B4,ENSG00000143368
MTMR11,ENSG00000014914
OTUD7B,ENSG00000264522
VPS45,ENSG00000136631
PLEKHO1,ENSG00000023902
ANP32E,ENSG00000143401
APH1A,ENSG00000117362
C1orf54,ENSG00000118292
CIART,ENSG00000159208
MRPS21,ENSG00000266472
PRPF3,ENSG00000117360
RPRD2,ENSG00000163125
TARS2,ENSG00000143374
ECM1,ENSG00000143369
FALEC,ENSG00000228126
AL356356.1,ENSG00000237781
ADAMTSL4,ENSG00000143382
MCL1,ENSG00000143384
ENSA,ENSG00000143420
GOLPH3L,ENSG00000143457
HORMAD1,ENSG00000143452
CTSS,ENSG00000163131
CTSK,ENSG00000143387
ARNT,ENSG00000143437
SETDB1,ENSG00000143379
CERS2,ENSG00000143418
MINDY1,ENSG00000143409
PRUNE1,ENSG00000143363
BNIPL,ENSG00000163141
C1orf56,ENSG00000143443
CDC42SE1,ENSG00000197622
MLLT11,ENSG00000213190
GABPB2,ENSG00000143458
SEMA6C,ENSG00000143434
TNFAIP8L2,ENSG00000163154
SCNM1,ENSG00000163156
LYSMD1,ENSG00000163155
VPS72,ENSG00000163159
PIP5K1A,ENSG00000143398
PSMD4,ENSG00000159352
AL391069.2,ENSG00000232671
ZNF687,ENSG00000143373
PI4KB,ENSG00000143393
RFX5,ENSG00000143390
AL391069.3,ENSG00000237976
PSMB4,ENSG00000159377
POGZ,ENSG00000143442
TUFT1,ENSG00000143367
SNX27,ENSG00000143376
MRPL9,ENSG00000143436
OAZ3,ENSG00000143450
AL589765.5,ENSG00000268288
TDRKH,ENSG00000182134
TDRKH-AS1,ENSG00000203288
RORC,ENSG00000143365
C2CD4D,ENSG00000225556
THEM4,ENSG00000159445
S100A10,ENSG00000197747
S100A11,ENSG00000163191
S100A9,ENSG00000163220
S100A12,ENSG00000163221
S100A8,ENSG00000143546
S100A6,ENSG00000197956
S100A5,ENSG00000196420
S100A4,ENSG00000196154
S100A2,ENSG00000196754
S100A13,ENSG00000189171
AL162258.2,ENSG00000272030
CHTOP,ENSG00000160679
SNAPIN,ENSG00000143553
ILF2,ENSG00000143621
INTS3,ENSG00000143624
SLC27A3,ENSG00000143554
GATAD2B,ENSG00000143614
AL358472.5,ENSG00000284738
DENND4B,ENSG00000198837
CRTC2,ENSG00000160741
SLC39A1,ENSG00000143570
AL358472.4,ENSG00000282386
AL358472.3,ENSG00000273026
CREB3L4,ENSG00000143578
JTB,ENSG00000143543
AL358472.2,ENSG00000272654
RAB13,ENSG00000143545
RPS27,ENSG00000177954
TPM3,ENSG00000143549
C1orf43,ENSG00000143612
UBAP2L,ENSG00000143569
HAX1,ENSG00000143575
AQP10,ENSG00000143595
ATP8B2,ENSG00000143515
IL6R-AS1,
IL6R,ENSG00000160712
SHE,ENSG00000169291
UBE2Q1,ENSG00000160714
ADAR,ENSG00000160710
KCNN3,ENSG00000143603
PMVK,ENSG00000163344
AL451085.1,ENSG00000270361
PBXIP1,ENSG00000163346
PYGO2,ENSG00000163348
AL451085.2,ENSG00000271380
SHC1,ENSG00000160691
CKS1B,ENSG00000173207
FLAD1,ENSG00000160688
ZBTB7B,ENSG00000160685
DCST1-AS1,ENSG00000232093
ADAM15,ENSG00000143537
EFNA4,ENSG00000243364
EFNA3,ENSG00000143590
EFNA1,ENSG00000169242
SLC50A1,ENSG00000169241
DPM3,ENSG00000179085
KRTCAP2,ENSG00000163463
TRIM46,ENSG00000163462
MUC1,ENSG00000185499
THBS3,ENSG00000169231
MTX1,ENSG00000173171
GBA,ENSG00000177628
FAM189B,ENSG00000160767
SCAMP3,ENSG00000116521
CLK2,ENSG00000176444
HCN3,ENSG00000143630
FDPS,ENSG00000160752
RUSC1-AS1,ENSG00000225855
RUSC1,ENSG00000160753
ASH1L,ENSG00000116539
ASH1L-AS1,ENSG00000235919
MSTO1,ENSG00000125459
YY1AP1,ENSG00000163374
DAP3,ENSG00000132676
GON4L,ENSG00000116580
SYT11,ENSG00000132718
RIT1,ENSG00000143622
KHDC4,
ARHGEF2,ENSG00000116584
AL355388.2,ENSG00000273002
SSR2,ENSG00000163479
UBQLN4,ENSG00000160803
LAMTOR2,ENSG00000116586
RAB25,ENSG00000132698
MEX3A,ENSG00000254726
LMNA,ENSG00000160789
SEMA4A,ENSG00000196189
SLC25A44,ENSG00000160785
PMF1,ENSG00000160783
BGLAP,ENSG00000242252
PAQR6,ENSG00000160781
SMG5,ENSG00000198952
TMEM79,ENSG00000163472
GLMP,ENSG00000198715
CCT3,ENSG00000163468
TSACC,ENSG00000163467
C1orf61,ENSG00000125462
MEF2D,ENSG00000116604
TTC24,ENSG00000187862
NAXE,ENSG00000163382
GPATCH4,ENSG00000160818
CRABP2,ENSG00000143320
ISG20L2,ENSG00000143319
RRNAD1,ENSG00000143303
MRPL24,ENSG00000143314
HDGF,ENSG00000143321
PRCC,ENSG00000143294
SH2D2A,ENSG00000027869
PEAR1,ENSG00000187800
ARHGEF11,ENSG00000132694
ETV3,ENSG00000117036
FCRL5,ENSG00000143297
FCRL4,ENSG00000163518
FCRL3,ENSG00000160856
FCRL2,ENSG00000132704
FCRL1,ENSG00000163534
CD1D,ENSG00000158473
AL138899.1,ENSG00000176320
CD1A,ENSG00000158477
CD1C,ENSG00000158481
CD1B,ENSG00000158485
CD1E,ENSG00000158488
MNDA,ENSG00000163563
PYHIN1,ENSG00000163564
IFI16,ENSG00000163565
AIM2,ENSG00000163568
FCER1A,ENSG00000179639
DUSP23,ENSG00000158716
FCRL6,ENSG00000181036
SLAMF8,ENSG00000158714
AL590560.1,ENSG00000256029
VSIG8,ENSG00000243284
AL590560.2,ENSG00000272668
CFAP45,ENSG00000213085
TAGLN2,ENSG00000158710
KCNJ10,ENSG00000177807
PIGM,ENSG00000143315
IGSF8,ENSG00000162729
ATP1A2,ENSG00000018625
ATP1A4,ENSG00000132681
AL121987.2,ENSG00000227741
PEA15,ENSG00000162734
DCAF8,ENSG00000132716
AL139011.1,ENSG00000228606
PEX19,ENSG00000162735
COPA,ENSG00000122218
NCSTN,ENSG00000162736
NHLH1,ENSG00000171786
SLAMF6,ENSG00000162739
CD84,ENSG00000066294
SLAMF1,ENSG00000117090
AL121985.1,ENSG00000228863
CD48,ENSG00000117091
SLAMF7,ENSG00000026751
LY9,ENSG00000122224
CD244,ENSG00000122223
ITLN1,ENSG00000179914
F11R,ENSG00000158769
TSTD1,ENSG00000215845
USF1,ENSG00000158773
ARHGAP30,ENSG00000186517
KLHDC9,ENSG00000162755
PFDN2,ENSG00000143256
NIT1,ENSG00000158793
DEDD,ENSG00000158796
UFC1,ENSG00000143222
AL590714.1,ENSG00000224985
USP21,ENSG00000143258
PPOX,ENSG00000143224
B4GALT3,ENSG00000158850
ADAMTS4,ENSG00000158859
NDUFS2,ENSG00000158864
FCER1G,ENSG00000158869
TOMM40L,ENSG00000158882
MPZ,ENSG00000158887
SDHC,ENSG00000143252
AL592295.4,ENSG00000283696
FCGR2A,ENSG00000143226
HSPA6,ENSG00000173110
FCGR3A,ENSG00000203747
FCGR3B,ENSG00000162747
FCGR2B,ENSG00000072694
FCRLA,ENSG00000132185
FCRLB,ENSG00000162746
DUSP12,ENSG00000081721
ATF6,ENSG00000118217
OLFML2B,ENSG00000162745
NOS1AP,ENSG00000198929
SH2D1B,ENSG00000198574
UHMK1,ENSG00000152332
AL596325.1,ENSG00000259788
UAP1,ENSG00000117143
DDR2,ENSG00000162733
HSD17B7,ENSG00000132196
RGS5,ENSG00000232995
RGS5.1,
NUF2,ENSG00000143228
PBX1,ENSG00000185630
MGST3,ENSG00000143198
ALDH9A1,ENSG00000143149
TMCO1,ENSG00000143183
AL451074.2,ENSG00000224358
UCK2,ENSG00000143179
LINC01675,ENSG00000234142
POGK,ENSG00000143157
TADA1,ENSG00000152382
GPA33,ENSG00000143167
AL451050.2,ENSG00000272205
POU2F1,ENSG00000143190
CD247,ENSG00000198821
AL359962.2,ENSG00000273160
CREG1,ENSG00000143162
AL031733.2,ENSG00000241666
RCSD1,ENSG00000198771
MPZL1,ENSG00000197965
MPC2,ENSG00000143158
DCAF6,ENSG00000143164
GPR161,ENSG00000143147
TIPRL,ENSG00000143155
SFT2D2,ENSG00000213064
TBX19,ENSG00000143178
AL023755.1,ENSG00000228697
XCL2,ENSG00000143185
XCL1,ENSG00000143184
ATP1B1,ENSG00000143153
NME7,ENSG00000143156
BLZF1,ENSG00000117475
SLC19A2,ENSG00000117479
AL021068.1,ENSG00000213062
F5,ENSG00000198734
SELP,ENSG00000174175
C1orf112,ENSG00000000460
SELL,ENSG00000188404
METTL18,ENSG00000171806
SCYL3,ENSG00000000457
KIFAP3,ENSG00000075945
GORAB,ENSG00000120370
FMO4,ENSG00000076258
PRRC2C,ENSG00000117523
VAMP4,ENSG00000117533
METTL13,ENSG00000010165
DNM3,ENSG00000197959
PIGC,ENSG00000135845
SUCO,ENSG00000094975
FASLG,ENSG00000117560
TNFSF4,ENSG00000117586
AL645568.1,ENSG00000203739
PRDX6,ENSG00000117592
KLHL20,ENSG00000076321
CENPL,ENSG00000120334
DARS2,ENSG00000117593
ZBTB37,ENSG00000185278
RC3H1,ENSG00000135870
AL121983.1,ENSG00000224977
AL121983.2,ENSG00000227373
RABGAP1L,ENSG00000152061
GPR52,ENSG00000203737
CACYBP,ENSG00000116161
MRPS14,ENSG00000120333
KIAA0040,ENSG00000235750
AL513329.1,ENSG00000227740
COP1,
AL590723.1,ENSG00000228686
RASAL2,ENSG00000075391
CLEC20A,ENSG00000188585
C1orf220,ENSG00000213057
AL137796.1,ENSG00000273384
RALGPS2,ENSG00000116191
ANGPTL1,ENSG00000116194
FAM20B,ENSG00000116199
TOR3A,ENSG00000186283
ABL2,ENSG00000143322
SOAT1,ENSG00000057252
TOR1AIP2,ENSG00000169905
AL353708.3,ENSG00000272906
TOR1AIP1,ENSG00000143337
AL353708.1,ENSG00000260360
CEP350,ENSG00000135837
QSOX1,ENSG00000116260
LHX4,ENSG00000121454
ACBD6,ENSG00000230124
XPR1,ENSG00000143324
AL162431.2,ENSG00000243155
KIAA1614-AS1,ENSG00000232586
STX6,ENSG00000135823
MR1,ENSG00000153029
IER5,ENSG00000162783
LINC01732,ENSG00000237292
GLUL,ENSG00000135821
RNASEL,ENSG00000135828
RGS16,ENSG00000143333
NPL,ENSG00000135838
DHX9,ENSG00000135829
LAMC1,ENSG00000135862
SMG7,ENSG00000116698
NCF2,ENSG00000116701
ARPC5,ENSG00000162704
RGL1,ENSG00000143344
COLGALT2,ENSG00000198756
TSEN15,ENSG00000198860
C1orf21,ENSG00000116667
EDEM3,ENSG00000116406
FAM129A,ENSG00000135842
RNF2,ENSG00000121481
TRMT1L,ENSG00000121486
SWT1,ENSG00000116668
IVNS1ABP,ENSG00000116679
AL078644.2,
PRG4,ENSG00000116690
TPR,ENSG00000047410
ODR4,
PTGS2,ENSG00000073756
PACERR,ENSG00000273129
PLA2G4A,ENSG00000116711
ERVMER61-1,ENSG00000230426
RGS18,ENSG00000150681
AL390957.1,
AL136987.1,ENSG00000232498
RGS1,ENSG00000090104
AL136454.1,ENSG00000231767
RGS2,ENSG00000116741
UCHL5,ENSG00000116750
TROVE2,ENSG00000116747
GLRX2,ENSG00000023572
CDC73,ENSG00000134371
B3GALT2,ENSG00000162630
CFH,ENSG00000000971
ASPM,ENSG00000066279
ZBTB41,ENSG00000177888
CRB1,ENSG00000134376
DENND1B,ENSG00000213047
C1orf53,ENSG00000203724
NEK7,ENSG00000151414
AL157402.1,ENSG00000223881
PTPRC,ENSG00000081237
AL157402.2,ENSG00000261573
MIR181A1HG,ENSG00000229989
ZNF281,ENSG00000162702
KIF14,ENSG00000118193
DDX59,ENSG00000118197
CAMSAP2,ENSG00000118200
KIF21B,ENSG00000116852
TMEM9,ENSG00000116857
PHLDA3,ENSG00000174307
CSRP1,ENSG00000159176
AC096677.1,ENSG00000224536
NAV1,ENSG00000134369
IPO9-AS1,ENSG00000231871
IPO9,ENSG00000198700
SHISA4,ENSG00000198892
TIMM17A,ENSG00000134375
RNPEP,ENSG00000176393
ELF3,ENSG00000163435
ARL8A,ENSG00000143862
PTPN7,ENSG00000143851
LGR6,ENSG00000133067
UBE2T,ENSG00000077152
PPP1R12B,ENSG00000077157
KDM5B,ENSG00000117139
PCAT6,ENSG00000228288
RABIF,ENSG00000183155
KLHL12,ENSG00000117153
ADIPOR1,ENSG00000159346
CYB5R1,ENSG00000159348
TMEM183A,ENSG00000163444
PPFIA4,ENSG00000143847
CHIT1,ENSG00000133063
LINC01353,ENSG00000231507
LINC01136,ENSG00000233791
BTG2,ENSG00000159388
ATP2B4,ENSG00000058668
LAX1,ENSG00000122188
ZC3H11A,ENSG00000058673
ZBED6,ENSG00000257315
SNRPE,ENSG00000182004
SOX13,ENSG00000143842
ETNK2,ENSG00000143845
PPP1R15B,ENSG00000158615
PIK3C2B,ENSG00000133056
MDM4,ENSG00000198625
AL512306.3,ENSG00000240710
LRRN2,ENSG00000170382
AL512306.2,ENSG00000240219
NFASC,ENSG00000163531
CNTN2,ENSG00000184144
TMEM81,ENSG00000174529
RBBP5,ENSG00000117222
DSTYK,ENSG00000133059
TMCC2,ENSG00000133069
NUAK2,ENSG00000163545
CDK18,ENSG00000117266
MFSD4A,ENSG00000174514
ELK4,ENSG00000158711
SLC45A3,ENSG00000158715
NUCKS1,ENSG00000069275
RAB29,ENSG00000117280
SLC41A1,ENSG00000133065
PM20D1,ENSG00000162877
RHEX,
FAM72A,ENSG00000196550
SRGAP2,ENSG00000266028
IKBKE,ENSG00000263528
C1orf147,ENSG00000162888
AC244034.2,ENSG00000261000
RASSF5,ENSG00000266094
EIF2D,ENSG00000143486
AL591846.2,ENSG00000237605
MAPKAPK2,ENSG00000162889
IL10,ENSG00000136634
IL19,ENSG00000142224
IL24,ENSG00000162892
FCMR,ENSG00000162894
PFKFB2,ENSG00000123836
YOD1,ENSG00000180667
C4BPB,ENSG00000123843
CD55,ENSG00000196352
CR2,ENSG00000117322
CR1,ENSG00000203710
CD46,ENSG00000117335
MIR29B2CHG,
PLXNA2,ENSG00000076356
LAMB3,ENSG00000196878
AL031316.1,ENSG00000227591
G0S2,ENSG00000123689
HSD11B1,ENSG00000117594
TRAF3IP3,ENSG00000009790
C1orf74,ENSG00000162757
IRF6,ENSG00000117595
UTP25,
HHAT,ENSG00000054392
RCOR3,ENSG00000117625
TRAF5,ENSG00000082512
LINC00467,ENSG00000153363
SLC30A1,ENSG00000170385
NEK2,ENSG00000117650
LPGAT1,ENSG00000123684
INTS7,ENSG00000143493
DTL,ENSG00000143476
PPP2R5A,ENSG00000066027
AL360091.3,ENSG00000234915
TMEM206,ENSG00000065600
NENF,ENSG00000117691
AC092803.2,ENSG00000260805
ATF3,ENSG00000162772
BATF3,ENSG00000123685
NSL1,ENSG00000117697
TATDN3,ENSG00000203705
FLVCR1-DT,
FLVCR1,ENSG00000162769
VASH2,ENSG00000143494
ANGEL2,ENSG00000174606
RPS6KC1,ENSG00000136643
PROX1,ENSG00000117707
SMYD2,ENSG00000143499
PTPN14,ENSG00000152104
CENPF,ENSG00000117724
KCTD3,ENSG00000136636
GPATCH2,ENSG00000092978
RRP15,ENSG00000067533
LYPLAL1-DT,
LYPLAL1,ENSG00000143353
AC096642.1,ENSG00000277007
ZC3H11B,ENSG00000215817
EPRS,ENSG00000136628
BPNT1,ENSG00000162813
IARS2,ENSG00000067704
RAB3GAP2,ENSG00000118873
C1orf115,ENSG00000162817
MARC2,ENSG00000117791
MARC1,ENSG00000186205
RNU6ATAC35P,ENSG00000221571
HLX,ENSG00000136630
DUSP10,ENSG00000143507
LINC02257,ENSG00000238042
AL513314.2,ENSG00000276997
TAF1A,ENSG00000143498
TAF1A-AS1,ENSG00000225265
MIA3,ENSG00000154305
AL592148.3,ENSG00000272750
AIDA,ENSG00000186063
BROX,ENSG00000162819
FAM177B,ENSG00000197520
AL392172.1,ENSG00000228106
DISP1,ENSG00000154309
TLR5,ENSG00000187554
SUSD4,ENSG00000143502
CAPN8,ENSG00000203697
CAPN2,ENSG00000162909
TP53BP2,ENSG00000143514
FBXO28,ENSG00000143756
DEGS1,ENSG00000143753
NVL,ENSG00000143748
CNIH4,ENSG00000143771
WDR26,ENSG00000162923
CNIH3,ENSG00000143786
DNAH14,ENSG00000185842
LBR,ENSG00000143815
ENAH,ENSG00000154380
SRP9,ENSG00000143742
EPHX1,ENSG00000143819
AL591895.1,ENSG00000242861
TMEM63A,ENSG00000196187
LEFTY1,ENSG00000243709
PYCR2,ENSG00000143811
SDE2,ENSG00000143751
AL512343.2,ENSG00000272562
H3F3A,ENSG00000163041
ACBD3,ENSG00000182827
LIN9,ENSG00000183814
PARP1,ENSG00000143799
ITPKB,ENSG00000143772
ITPKB-AS1,ENSG00000228548
PSEN2,ENSG00000143801
COQ8A,ENSG00000163050
CDC42BPA,ENSG00000143776
ZNF678,ENSG00000181450
SNAP47,ENSG00000143740
JMJD4,ENSG00000081692
ARF1,ENSG00000143761
C1orf35,ENSG00000143793
MRPL55,ENSG00000162910
GUK1,ENSG00000143774
GJC2,ENSG00000198835
IBA57,ENSG00000181873
OBSCN-AS1,ENSG00000162913
OBSCN,ENSG00000154358
AL353593.1,ENSG00000269890
TRIM11,ENSG00000154370
TRIM17,ENSG00000162931
HIST3H2A,ENSG00000181218
HIST3H2BB,ENSG00000196890
RNF187,ENSG00000168159
RHOU,ENSG00000116574
RAB4A,ENSG00000168118
AL117350.1,ENSG00000237481
CCSAP,ENSG00000154429
ACTA1,ENSG00000143632
NUP133,ENSG00000069248
ABCB10,ENSG00000135776
TAF5L,ENSG00000135801
URB2,ENSG00000135763
LINC01736,ENSG00000228058
GALNT2,ENSG00000143641
PGBD5,ENSG00000177614
COG2,ENSG00000135775
C1orf198,ENSG00000119280
TTC13,ENSG00000143643
ARV1,ENSG00000173409
FAM89A,ENSG00000182118
C1orf131,ENSG00000143633
GNPAT,ENSG00000116906
EXOC8,ENSG00000116903
SPRTN,ENSG00000010072
EGLN1,ENSG00000135766
AL445524.1,ENSG00000233461
TSNAX,ENSG00000116918
DISC1,ENSG00000162946
SIPA1L2,ENSG00000116991
MAP10,ENSG00000212916
NTPCR,ENSG00000135778
PCNX2,ENSG00000135749
MAP3K21,ENSG00000143674
SLC35F3,ENSG00000183780
AL355472.4,ENSG00000273367
AL355472.1,ENSG00000231663
COA6,ENSG00000168275
TARBP1,ENSG00000059588
IRF2BP2,ENSG00000168264
AL160408.2,ENSG00000228830
LINC01132,ENSG00000227630
AL391832.2,ENSG00000238005
AL391832.3,ENSG00000258082
AL732292.2,ENSG00000273416
TOMM20,ENSG00000173726
RBM34,ENSG00000188739
ARID4B,ENSG00000054267
GGPS1,ENSG00000152904
TBCE,ENSG00000116957
AL357556.4,
TBCE.1,
B3GALNT2,ENSG00000162885
LYST,ENSG00000143669
NID1,ENSG00000116962
GPR137B,ENSG00000077585
ERO1B,ENSG00000086619
EDARADD,ENSG00000186197
LGALS8,ENSG00000116977
LGALS8-AS1,ENSG00000223776
AL359921.2,ENSG00000273058
AL359921.1,ENSG00000230325
HEATR1,ENSG00000119285
MTR,ENSG00000116984
CHRM3,ENSG00000133019
CHRM3-AS2,ENSG00000233355
GREM2,ENSG00000180875
RGS7,ENSG00000182901
FH,ENSG00000091483
KMO,ENSG00000117009
OPN3,ENSG00000054277
CHML,ENSG00000203668
WDR64,ENSG00000162843
EXO1,ENSG00000174371
CEP170,ENSG00000143702
SDCCAG8,ENSG00000054282
AKT3,ENSG00000117020
ZBTB18,ENSG00000179456
ADSS,ENSG00000035687
CATSPERE,ENSG00000179397
DESI2,ENSG00000121644
COX20,ENSG00000203667
HNRNPU,ENSG00000153187
BX323046.1,ENSG00000273175
AL356512.1,ENSG00000272195
EFCAB2,ENSG00000203666
KIF26B,ENSG00000162849
SMYD3,ENSG00000185420
TFB2M,ENSG00000162851
CNST,ENSG00000162852
SCCPDH,ENSG00000143653
AHCTF1,ENSG00000153207
ZNF670,ENSG00000277462
ZNF669,ENSG00000188295
ZNF124,ENSG00000196418
AL390728.6,ENSG00000259865
AL390728.5,ENSG00000232347
ZNF496,ENSG00000162714
NLRP3,ENSG00000162711
TRIM58,ENSG00000162722
OR2L2,ENSG00000203663
OR2G6,ENSG00000188558
SH3BP5L,ENSG00000175137
ZNF672,ENSG00000171161
ZNF692,ENSG00000171163
PGBD2,ENSG00000185220
FAM110C,ENSG00000184731
SH3YL1,ENSG00000035115
ACP1,ENSG00000143727
ALKAL2,ENSG00000189292
TMEM18,ENSG00000151353
AC116614.1,ENSG00000235688
SNTG2,ENSG00000172554
PXDN,ENSG00000130508
MYT1L,ENSG00000186487
EIPR1,ENSG00000032389
TRAPPC12,ENSG00000171853
ADI1,ENSG00000182551
AC231981.1,ENSG00000235078
AC108488.1,ENSG00000242282
RNASEH1,ENSG00000171865
RNASEH1-AS1,ENSG00000234171
RPS7,ENSG00000171863
NRIR,ENSG00000225964
CMPK2,ENSG00000134326
RSAD2,ENSG00000134321
AC017076.1,ENSG00000271947
RNF144A,ENSG00000151692
LINC01871,ENSG00000235576
LINC00299,ENSG00000236790
LINC01814,ENSG00000236008
ID2,ENSG00000115738
KIDINS220,ENSG00000134313
MBOAT2,ENSG00000143797
ASAP2,ENSG00000151693
ITGB1BP1,ENSG00000119185
CPSF3,ENSG00000119203
IAH1,ENSG00000134330
ADAM17,ENSG00000151694
AC073195.1,ENSG00000271855
YWHAQ,ENSG00000134308
TAF1B,ENSG00000115750
AC010969.2,ENSG00000269973
GRHL1,ENSG00000134317
AC104794.2,ENSG00000260077
KLF11,ENSG00000172059
RRM2,ENSG00000171848
AC007240.1,ENSG00000284681
C2orf48,ENSG00000163009
HPCAL1,ENSG00000115756
ODC1,ENSG00000115758
AC007249.2,ENSG00000257135
NOL10,ENSG00000115761
RN7SL832P,ENSG00000243819
ATP6V1C2,ENSG00000143882
AC092687.3,ENSG00000272275
PDIA6,ENSG00000143870
LINC01954,ENSG00000271952
PQLC3,ENSG00000162976
ROCK2,ENSG00000134318
E2F6,ENSG00000169016
LPIN1,ENSG00000134324
MIR3681HG,ENSG00000224184
TRIB2,ENSG00000071575
NBAS,ENSG00000151779
DDX1,ENSG00000079785
FAM49A,ENSG00000197872
SMC6,ENSG00000163029
GEN1,ENSG00000178295
AC079148.1,ENSG00000260331
RDH14,ENSG00000240857
NT5C1B,ENSG00000185013
LINC00954,ENSG00000228784
TTC32,ENSG00000183891
AC013400.1,ENSG00000271991
WDR35,ENSG00000118965
LAPTM4A,ENSG00000068697
PUM2,ENSG00000055917
RHOB,ENSG00000143878
HS1BP3,ENSG00000118960
AC012065.3,ENSG00000269976
GDF7,ENSG00000143869
AC012065.4,ENSG00000270100
LDAH,ENSG00000118961
TDRD15,ENSG00000218819
KLHL29,ENSG00000119771
ATAD2B,ENSG00000119778
UBXN2A,ENSG00000173960
MFSD2B,ENSG00000205639
WDCP,ENSG00000163026
FKBP1B,ENSG00000119782
SF3B6,ENSG00000115128
FAM228B,ENSG00000219626
TP53I3,ENSG00000115129
ITSN2,ENSG00000198399
NCOA1,ENSG00000084676
PTRHD1,ENSG00000184924
CENPO,ENSG00000138092
ADCY3,ENSG00000138031
DNAJC27,ENSG00000115137
DNAJC27-AS1,ENSG00000224165
POMC,ENSG00000115138
DNMT3A,ENSG00000119772
DTNB,ENSG00000138101
ASXL2,ENSG00000143970
KIF3C,ENSG00000084731
RAB10,ENSG00000084733
GAREM2,ENSG00000157833
HADHA,ENSG00000084754
HADHB,ENSG00000138029
ADGRF3,ENSG00000173567
SELENOI,ENSG00000138018
OTOF,ENSG00000115155
SLC35F6,ENSG00000213699
CENPA,ENSG00000115163
MAPRE3,ENSG00000084764
TMEM214,ENSG00000119777
AGBL5,ENSG00000084693
OST4,ENSG00000228474
EMILIN1,ENSG00000138080
KHK,ENSG00000138030
ABHD1,ENSG00000143994
PREB,ENSG00000138073
SLC5A6,ENSG00000138074
ATRAID,ENSG00000138085
CAD,ENSG00000084774
TRIM54,ENSG00000138100
UCN,ENSG00000163794
MPV17,ENSG00000115204
GTF3C2,ENSG00000115207
GTF3C2-AS1,ENSG00000234945
AC074117.1,ENSG00000234072
EIF2B4,ENSG00000115211
SNX17,ENSG00000115234
ZNF513,ENSG00000163795
PPM1G,ENSG00000115241
NRBP1,ENSG00000115216
KRTCAP3,ENSG00000157992
IFT172,ENSG00000138002
ZNF512,ENSG00000243943
CCDC121,ENSG00000176714
GPN1,ENSG00000198522
SUPT7L,ENSG00000119760
SLC4A1AP,ENSG00000163798
MRPL33,ENSG00000243147
RBKS,ENSG00000171174
BABAM2,ENSG00000158019
FOSL2,ENSG00000075426
AC104695.3,ENSG00000270640
PLB1,ENSG00000163803
AC092164.1,ENSG00000226833
PPP1CB,ENSG00000213639
SPDYA,ENSG00000163806
TRMT61B,ENSG00000171103
WDR43,ENSG00000163811
TOGARAM2,ENSG00000189350
CLIP4,ENSG00000115295
YPEL5,ENSG00000119801
LBH,ENSG00000213626
LCLAT1,ENSG00000172954
EHD3,ENSG00000013016
AL121652.1,ENSG00000273165
MEMO1,ENSG00000162959
DPY30,ENSG00000162961
SPAST,ENSG00000021574
AL121658.1,ENSG00000272716
SLC30A6,ENSG00000152683
NLRC4,ENSG00000091106
YIPF4,ENSG00000119820
AL133245.1,ENSG00000272754
BIRC6,ENSG00000115760
TTC27,ENSG00000018699
LTBP1,ENSG00000049323
RASGRP3,ENSG00000152689
FAM98A,ENSG00000119812
AC009414.2,ENSG00000260025
CRIM1,ENSG00000150938
AC007378.1,ENSG00000273090
FEZ2,ENSG00000171055
VIT,ENSG00000205221
STRN,ENSG00000115808
HEATR5B,ENSG00000008869
GPATCH11,ENSG00000152133
EIF2AK2,ENSG00000055332
CEBPZOS,ENSG00000218739
CEBPZ,ENSG00000115816
NDUFAF7,ENSG00000003509
PRKD3,ENSG00000115825
QPCT,ENSG00000115828
AC006369.1,ENSG00000236213
CDC42EP3,ENSG00000163171
LINC00211,ENSG00000237803
RMDN2,ENSG00000115841
CYP1B1,ENSG00000138061
CYP1B1-AS1,ENSG00000232973
ATL2,ENSG00000119787
HNRNPLL,ENSG00000143889
GALM,ENSG00000143891
SRSF7,ENSG00000115875
GEMIN6,ENSG00000152147
DHX57,ENSG00000163214
MORN2,ENSG00000188010
AC019171.1,ENSG00000269210
SOS1,ENSG00000115904
CDKL4,ENSG00000205111
MAP4K3,ENSG00000011566
